count	source	target	ngd
2.0	cyclophosphamide	churg-strauss syndrome	0.4477307281112647
2.0	estradiol	epilepsy	0.784383502542975
2.0	artificial tears (medication)	keratoconjunctivitis sicca	0.2509238642304619
2.0	tetracycline oral product	urethritis	
2.0	dornase alfa	cystic fibrosis	0.3552504474177959
2.0	prednisolone	hypertrophy	0.6649848915667016
2.0	antipsychotic agents/antipsychotic agent	akathisia/psychomotor agitation	0.3248008497811073
2.0	dexamethasone	leukemia	0.6225083275578159
2.0	cyclophosphamide	neoplasm metastasis	0.5504281096215128
2.0	antibiotics	eye infection	0.5309810638817288
2.0	ziprasidone	affective disorders, psychotic/affective psychosis	0.4176474878980926
2.0	ixabepilone	carcinoma breast stage iv	0.3382738115795194
2.0	glyburide	obesity	0.7022354768370545
2.0	aspirin	cerebral infarction	0.3856259819544733
2.0	nootropic agents	schizophrenia	0.5278763992727272
2.0	ceftriaxone	huntington disease	0.6484082708408334
2.0	antihypertensive agents/antihypertensive agent	stroke	0.4693551739976095
2.0	erythropoietin	chronic obstructive pulmonary disease	0.6650611704583518
2.0	carmustine	leukemia	0.640005922000983
2.0	antineoplastic agents	leishmaniasis	0.7998420786895866
2.0	morphine	symptom	0.6986599534775114
2.0	pharmaceutical preparations	metastatic osteosarcoma	0.7585521652760293
2.0	prednisolone oral product	asthma	0.5604495012156759
2.0	isotretinoin	cancer	0.641909705418158
2.0	amphotericin b	mucocutaneous leishmaniasis	0.4152256714624945
2.0	haloperidol	psychosis	0.4286122810849179
2.0	cisplatin	serous cystadenocarcinoma	0.4958629539272421
2.0	efavirenz	hiv infection	0.3883353905701002
2.0	thioguanine	need for isolation	0.6803732313826901
2.0	antineoplastic agents	metastatic melanoma	0.5167294298612997
2.0	pharmaceutical preparations	hyperthyroidism	0.661792833298175
2.0	cefazolin	methicillin-resistant staphylococcus aureus infection	0.4663928662139718
2.0	ropinirole	parkinson's disease	0.414674066631518
2.0	adrenergic agonists/adrenergic agonist	asthma	0.546347460147543
2.0	pharmaceutical preparations	orthostatic hypotension	0.6494905489022491
2.0	pharmaceutical preparations	parasitemia	0.6544039352696222
2.0	modafinil	cataplexy	0.2459725988446862
2.0	quinoline	malaria	0.5458650771823651
2.0	dopaminergic agents	fluctuation	0.4784201180919307
2.0	thalidomide	kaposi sarcoma/kaposi's sarcoma	0.5335366066842537
2.0	pharmaceutical preparations	vertigo/dizziness	0.6674009291299161
2.0	lactulose	constipation	0.3502408270088272
2.0	anti-anxiety agents	depression	0.5097122964019015
2.0	cefazolin	peritonitis	0.4561962135663588
2.0	anti-inflammatory agents, non-steroidal	pain	0.4150157399726923
2.0	cetuximab	gastric cancer	0.6247124023461529
2.0	albuterol	bronchopulmonary dysplasia	0.5225558405677089
2.0	mucolytic agents	chronic sinusitis	0.4995717583837771
2.0	idarubicin	poisoning	0.5871349850696116
2.0	adrenergic beta-antagonists/beta-adrenergic antagonist	long qt syndrome	0.4411609157458209
2.0	pharmaceutical preparations	primary neoplasm	0.7569675952870148
2.0	antibiotics	nasal polyps	0.672125227878461
2.0	tumor necrosis factor inhibitors	inflammatory bowel disease	0.4521433306193451
2.0	cefepime	pneumonia	0.5199032684918469
2.0	anti-arrhythmia agents	supraventricular arrhythmia	0.3878444307348383
2.0	chemotherapeutic agent	squamous cell carcinoma	0.62125222000038
2.0	eptifibatide	complication	0.5889512861956158
2.0	antirheumatic drugs, disease-modifying	osteoarthritis, spine	0.3604002713152355
2.0	pharmaceutical preparations	nervous system complication	0.746612431852752
2.0	ketorolac	pain	0.5203300721060162
2.0	pralidoxime	organophosphate poisoning	0.1695010938694211
2.0	microbicides	bronchiolitis	0.7347376574950226
2.0	octreotide	hypotension	0.6430669069354584
2.0	vancomycin	endophthalmitis	0.3787740778421222
2.0	buspirone	memory impairment	0.6403662368380826
2.0	oxycodone	thrombotic thrombocytopenic purpura	0.7187746066779902
2.0	bevacizumab	breast cancer	0.5795351625324897
2.0	pharmaceutical preparations	helminthiasis	0.6705153018345519
2.0	cytotoxic agent (product)	glioma	0.5751395276163251
2.0	amphotericin b	aspergillosis	0.2900527822942867
2.0	phospholipids	liver disease	0.6513236053450419
2.0	aspirin	pain	0.6128058823271809
2.0	alteplase	central retinal artery occlusion	0.4670608084957974
2.0	alendronic acid	fracture	0.4383475402893222
2.0	cobalamin	anemia	0.4296360897171187
2.0	pharmaceutical preparations	dry cough	0.7098307919015052
2.0	melphalan	symptom	0.8041271080270804
2.0	enalapril	symptom	0.7321024376755927
2.0	metformin	cardiovascular disease	0.5665773721239182
2.0	omalizumab	symptom	0.5794871482044223
2.0	ketoconazole	hyperandrogenism	0.4867758018243036
2.0	antibiotics	septic shock/toxic shock syndrome	0.506277114837777
2.0	doxorubicin	lymphoma	0.493920502152381
2.0	pharmaceutical preparations	endolymphatic hydrops	0.768441561632355
2.0	doxorubicin	advanced cancer/advanced malignant neoplasm	0.4160728237889257
2.0	halofantrine	plasmodium falciparum malaria	0.3425451134426316
2.0	antibiotics	brucellosis	0.5574535759757314
2.0	griseofulvin	mycoses	0.4446285470295794
2.0	vinblastine	recurrent hodgkin lymphoma	0.4442818839235119
2.0	propranolol	hypotension	0.5051046631638935
2.0	imidacloprid	plague	0.3933425617963129
2.0	c-met inhibitor	pancreatic carcinoma	0.6533228958712763
2.0	fluoride	osteoporosis	0.4896975269445178
2.0	lymphocyte immune globulin, anti-thymocyte globulin	myelofibrosis/primary myelofibrosis	0.5886762584965634
2.0	nitroprusside	diabetes mellitus	0.6741952059836228
2.0	pharmaceutical preparations	localized desquamation/peeling	0.9031339133964792
2.0	cyclophosphamide	breast cancer	0.4835253583654379
2.0	methyldopa	preeclampsia	0.5156572421836934
2.0	sucralfate	peptic ulcer/gastrojejunal ulcer	0.4036293642352548
2.0	starch	mutant	0.512179254341001
2.0	etoposide	neoplasm/benign neoplasm	0.6173299107384002
2.0	calcitriol	marchiafava-bignami disease	0.4410020417327036
2.0	pharmaceutical preparations	hyperparathyroidism	0.7441323796812535
2.0	cisplatin	recurrent carcinoma	0.4467265858736516
2.0	metformin	cancer	0.624259585165272
2.0	argipressin	shock	0.5042059755634111
2.0	pharmaceutical preparations	diabetic retinopathy	0.695161295391432
2.0	antibiotics	shock	0.6588428505892101
2.0	benzodiazepine/benzodiazepines	alcohol withdrawal delirium	0.4525005741483445
2.0	magnesium	acute myocardial infarction	0.6233625874537183
2.0	stevioside	neoplasm/benign neoplasm	0.8913570235184616
2.0	pharmaceutical preparations	chronic infectious disease/chronic infection	0.6827202704213593
2.0	ciprofloxacin	diarrhea	0.5381722977646234
2.0	fenticonazole	poisoning	
2.0	procainamide	non-sustained ventricular tachycardia/non-sustained ventricular tachycardia by ecg finding	0.3807053869785463
2.0	phenobarbital	epilepsy	0.4079478273687377
2.0	anti-inflammatory agents, non-steroidal	hyperglycemia	0.7362690569078427
2.0	olanzapine	tardive dyskinesia	0.368454026188758
2.0	dexamethasone	posterior uveitis	0.5647960227071582
2.0	paclitaxel	pancreatic carcinoma	0.4956948421520299
2.0	alemtuzumab	chronic lymphocytic leukemia	0.3396394603063697
2.0	pharmaceutical preparations	leprosy	0.6686435678591973
2.0	fluoxetine	memory impairment	0.6141345258014952
2.0	interferon alfa-2a	condyloma acuminatum/anogenital human papillomavirus infection	0.4699491837788871
2.0	gonadorelin	prostate cancer	0.4467670157513894
2.0	anticoagulant	supraventricular arrhythmia	0.6724944572654729
2.0	prednisolone	chronic liver disease	0.5864040915527692
2.0	vancomycin	trauma/injury	0.6862138108553921
2.0	pharmaceutical preparations	dermatomycoses/dermatomycosis	0.7315029326857309
2.0	chloramphenicol	pseudomonas infections	0.6035514096882674
2.0	stimulant	attention deficit hyperactivity disorder	0.2664262159753796
2.0	furosemide	urine volume finding	0.3410605234894736
2.0	amikacin	mutant	0.7797571404067168
2.0	3-aminobenzamide	mutant	0.7512197423679643
2.0	antiplatelet agents	st segment elevation (finding)/st segment elevation	0.5124482513275507
2.0	paclitaxel	neoplasm metastasis	0.5010135380535963
2.0	sapropterin	microvascular angina/coronary microvascular disease	0.4081995634432576
2.0	calcium channel blockers	hypotension	0.4828203569049807
2.0	immunoglobulins, intravenous	refractory disease	0.4471582655636194
2.0	diuretics	bronchopulmonary dysplasia	0.5660692719426507
2.0	rituximab	severe adverse event	0.5202525479775127
2.0	pharmaceutical preparations	cerebral hemisphere hemorrhage	0.7158122099251046
2.0	atropine	depression	0.7245475984236589
2.0	protein-tyrosine kinase inhibitor	hematopoietic and lymphoid system neoplasm	0.4970036955265116
2.0	dobutamine	depression	0.7986200197788781
2.0	tranexamic acid	blood coagulation disease	0.46413096731981
2.0	paclitaxel	polycystic kidney disease	0.7379371391183909
2.0	sirolimus	hypertrophy	0.5526250673058273
2.0	pharmaceutical preparations	retinopathy	0.6924566118487149
2.0	prednisolone	cirrhosis/fibrosis	0.6444601519282779
2.0	anti-arrhythmia agents	sick sinus syndrome	0.4338269680797671
2.0	tamsulosin	lower urinary tract symptoms	0.2415321334228035
2.0	imatinib	mutant	0.6794131241160698
2.0	sulfapyridine	rheumatoid arthritis	0.604134354790069
2.0	hydroxychloroquine	covid-19	0.4029288223010476
2.0	carbamazepine	bipolar disorder	0.3897755686422522
2.0	cisplatin	bronchogenic carcinoma	0.6073852331162755
2.0	dapsone	dermatitis herpetiformis	0.2318400961782783
2.0	estradiol benzoate	lordosis	0.2937380184056815
2.0	pharmaceutical preparations	hip fracture	0.6878016391608861
2.0	rosiglitazone	obesity	0.5535645119030772
2.0	pharmaceutical preparations	sciatica	0.7712740953349885
2.0	indomethacin	complication	0.7574958699419465
2.0	cyclosporine	thymoma	0.5908766114676014
2.0	pharmaceutical preparations	stereotypic movement disorder	0.6375443514636425
2.0	carbaryl	plague	0.5514063726464629
2.0	dexamethasone	polycystic ovary syndrome	0.6005199118260978
2.0	adrenergic beta-antagonists/beta-adrenergic antagonist	intraocular pressure disorder	0.440596774351128
2.0	melphalan	osteosarcoma	0.5702954652179093
2.0	antibiotics	disseminated candidiasis	0.6235914713298009
2.0	verapamil	atrial fibrillation	0.5438462339869705
2.0	sevelamer	chronic kidney disease	0.4476519422921196
2.0	norfloxacin	urinary tract infection	0.437224023008983
2.0	amphotericin b	disseminated candidiasis	0.3211611287569775
2.0	imipenem	nosocomial infection	0.4358099462817975
2.0	quetiapine	insomnia	0.4740770847378766
2.0	pharmaceutical preparations	chronic urticaria	0.6503865576070105
2.0	chemotherapeutic agent	non-small cell lung carcinoma	0.55148375444055
2.0	triamcinolone	wet macular degeneration	0.3705005290212728
2.0	chlorthalidone	essential hypertension	0.4036620007814034
2.0	isotretinoin	contraindicated	0.7677770734102634
2.0	gemcitabine	pancreatic neoplasm	0.2716180403422578
2.0	cyclophosphamide	small cell lung carcinoma/small cell carcinoma	0.4448201911497815
2.0	warfarin	symptom	0.7086853784248704
2.0	microbicides	helicobacter pylori infection	0.5192187063033923
2.0	cortisone	epilepsy	0.8268971230776154
2.0	antibiotics	inflammatory fistula	0.6051953088038722
2.0	serotonin uptake inhibitors	obsessive-compulsive personality disorder	0.5341112442413684
2.0	vitamins	stroke	0.7146366451782402
2.0	peptide	present	0.698449059662129
2.0	pharmaceutical preparations	premenstrual tension	0.7110578672060789
2.0	halothane	anxiety	0.7687766886764529
2.0	anagrelide	essential thrombocythemia	0.2140883999709659
2.0	pharmaceutical preparations	tourette syndrome	0.6820339101883556
2.0	respiratory syncytial virus immune globulin intravenous	heart disease	0.6806183664912333
2.0	psychotropic drugs	psychosis	0.4419581675748446
2.0	tricyclic antidepressive agents	depression	0.4492265185203773
2.0	neuroprotective agents/neuroprotective agent	cerebral ischemia/brain ischemia	0.274631130366184
2.0	amphotericin b	endophthalmitis	0.4452262020682239
2.0	ethanol	vesicle	0.6483861015555402
2.0	antidepressive agents	mood disorder	0.3286305451057745
2.0	papain	vesicle	0.5732117909644838
2.0	bicalutamide 150 mg	metastatic prostate carcinoma	
2.0	vincristine	adult t-cell leukemia/lymphoma	0.4981167158319553
2.0	fish oils	diabetic	0.6590224440433494
2.0	antibiotics	chronic otitis media	0.6031503563771656
2.0	microbicides	escherichia coli infections	0.4117501467325389
2.0	immunoglobulins, intravenous	pemphigus vulgaris	0.4332194128910697
2.0	pharmaceutical preparations	endometrial cancer	0.7235081367659144
2.0	doxorubicin	adenocarcinoma	0.5803789279282038
2.0	docetaxel	malignant glioma	0.6641144036585834
2.0	pamidronate disodium	breast cancer	0.5779408918716624
2.0	tamoxifen	uterine corpus sarcoma	0.5063221157381026
2.0	pharmaceutical preparations	postpartum depression	0.7346564240373216
2.0	antidote	poisoning	0.4086337565833711
2.0	protirelin	cerebral ischemia/brain ischemia	0.6306360184099977
2.0	chloramphenicol	pneumococcal meningitis	0.4097558135938617
2.0	cyclosporine	hemophagocytic syndrome/hemophagocytic lymphohistiocytosis	0.4707847883275249
2.0	rifampin	multidrug-resistant tuberculosis	0.2823091341247286
2.0	penicillin g	acute tonsillitis	0.4588205768624046
2.0	pharmaceutical preparations	chronic rhinitis	0.7358480483164451
2.0	antiepileptic agents	genetic diseases, inborn/genetic disorder	0.7908893680279482
2.0	metformin	acute interstitial pneumonia	0.7306315932086338
2.0	chloroquine	torsades de pointes	0.5775922174690035
2.0	peptide t	experimental autoimmune encephalomyelitis	0.5947895103504429
2.0	neuromuscular blocking agents	critical illness	0.4786732059902402
2.0	mechlorethamine	prostate cancer	0.7277744892270782
2.0	methotrexate	germ cell tumor	0.6721742121811728
2.0	adenosine	diabetic	0.6653962325380498
2.0	capecitabine/fluorouracil	complication	0.7085349885230426
2.0	aspirin	colorectal cancer	0.5857593902548007
2.0	microbicides	dysenteric diarrhea	
2.0	oseltamivir	mutant	0.6914599099995141
2.0	prednisone	immune thrombocytopenic purpura/idiopathic thrombocytopenic purpura	0.4229232798002443
2.0	ascorbic acid	methemoglobinemia	0.4908734652170573
2.0	antibiotics	diarrhea	0.4690797279452216
2.0	erythromycin	staphylococcal skin infections	0.5151725604196025
2.0	cyclophosphamide	thrombocytopenia	0.4937051227460108
2.0	androgen antagonists	metastatic prostate carcinoma	0.2516166554587929
2.0	methimazole	hyperthyroidism	0.2578594039871812
2.0	ribavirin	hepatitis c	0.2111751849545581
2.0	pharmaceutical preparations	gastroparesis	0.6525708606497707
2.0	dactinomycin	mutant	0.6715532929469953
2.0	sucralfate	symptom	0.6454824515788761
2.0	paclitaxel	silence	0.5845584909001454
2.0	aspirin	gastrointestinal hemorrhage	0.415813631096526
2.0	gemcitabine	gastric cancer	0.6682994405997887
2.0	pamidronate disodium	complication	0.61698807926724
2.0	methotrexate	ankylosing spondylitis	0.5045540463181875
2.0	methotrexate	substance abuse	0.8855552109956
2.0	progesterone	liver disease	0.8061978450598369
2.0	acetaminophen	physical function	0.649427894357514
2.0	thalidomide	ulcer	0.5524313098478237
2.0	venlafaxine	major depressive disorder	0.3686685391840655
2.0	nitroprusside	ischemia	0.6019632369110376
2.0	antibiotics	remittent fever	
2.0	neamine	mutant	0.5847091447154873
2.0	sirolimus	neoplasm/benign neoplasm	0.6286217474652962
2.0	prednisone	igg4-related thyroid disease	
2.0	progesterone	obstruction	0.8029795152109354
2.0	lamotrigine	epilepsy	0.4051023140089037
2.0	vincristine	cytotoxicity	0.5095564086673888
2.0	pharmaceutical preparations	abnormal degeneration/tissue degeneration	0.6973054921517018
2.0	gonadorelin	hyperprolactinemia	0.4388816993159002
2.0	torsemide	finding of serum electrolyte levels	
2.0	adrenergic beta-antagonists/beta-adrenergic antagonist	death (finding)	0.6291927826279453
2.0	anticholinergic agents	parkinson's disease	0.5261809743379646
2.0	proflavine	mutant	0.6425692967673197
2.0	tocilizumab	rheumatoid arthritis	0.3958591917166691
2.0	ambroxol	adverse event	
2.0	antibiotics	mycoplasma infections	0.555101913550805
2.0	pharmaceutical preparations	polyarticular arthritis	0.7214594776366308
2.0	chemotherapeutic agent	cholangiocarcinoma	0.6153668926122979
2.0	anticoagulant	antiphospholipid syndrome	0.4045435498693327
2.0	microbicides	chronic obstructive pulmonary disease	0.6476865688075195
2.0	docetaxel	symptom	0.7444043634294585
2.0	flumazenil	hepatic encephalopathy	0.3703581385504053
2.0	bevacizumab	severe adverse event	0.5112297202986231
2.0	progesterone	encounter due to in vitro fertilization	0.4594796441930673
2.0	antimalarials	plasmodium falciparum malaria	0.1409009526896091
2.0	pimecrolimus	prurigo nodularis	0.4171936768824456
2.0	acetylcysteine	poisoning	0.4737219098849013
2.0	raloxifene	hypertriglyceridemia	0.6746273389228805
2.0	antitubercular agents	physical findings	0.6390945460100178
2.0	p-fluorophenylalanine	mutant	0.6328628478383179
2.0	lipids	obesity	0.4099838669062585
2.0	antibiotics	agranulocytosis	0.5707929202667948
2.0	capecitabine/fluorouracil	common wart	0.5837839363735939
2.0	antibiotics	campylobacteriosis	0.5548167825697712
2.0	iodine	thyroid disease	0.3562815719638625
2.0	pharmaceutical preparations	age-related macular degeneration	0.6763484548106381
2.0	warfarin	congestive heart failure/heart failure	0.5722749338675475
2.0	nalidixic acid	need for isolation	0.5688785660073825
2.0	methadone	death (finding)	0.5175635093157989
2.0	lansoprazole	chronic obstructive pulmonary disease	0.8307787507433826
2.0	pharmaceutical preparations	filarial elephantiasis	0.6473718754830895
2.0	antidote	symptom	0.7058772748267115
2.0	vincristine	contagious equine metritis	0.6555432293650858
2.0	levodopa	dopa-responsive dystonia	0.3394176742512347
2.0	kinase inhibitor [epc]	chronic myelogenous leukemia	0.4197991967882545
2.0	lisinopril	hypertension	0.480044354161665
2.0	acetaminophen	patent ductus arteriosus	0.4504128838822291
2.0	pharmaceutical preparations	graft versus host disease	0.7248857918390352
2.0	dabigatran etexilate	atrial fibrillation	0.4207433209586398
2.0	antidiabetics	hyperglycemia	0.3803579576972501
2.0	antifungal agents/antifungal drug	zygomycosis	0.3490254251392073
2.0	voriconazole	invasive aspergillosis	0.1814676702744905
2.0	cisapride	irritable bowel syndrome	0.5035257977362674
2.0	prednisone	cirrhosis/fibrosis	0.6502988165741658
2.0	erythropoietin	pure red-cell aplasia	0.358571684076676
2.0	prednisolone	thrombocytopenia	0.5225521459169687
2.0	pharmaceutical preparations	poisoning	0.4979889918081517
2.0	doxorubicin	bronchogenic carcinoma	0.6677343554792704
2.0	ethanol	death (finding)	0.5894780965144213
2.0	azathioprine	systemic lupus erythematosus	0.4730838170752374
2.0	rituximab	cerebral degeneration/cerebellar degeneration	0.7422108239502417
2.0	antibiotics	odynophagia	0.6886660983283448
2.0	pharmaceutical preparations	muscle cramp	0.7208318007779988
2.0	microbicides	coinfection	0.4807471353379825
2.0	antidepressive agents	narcolepsy	0.5437018026346004
2.0	antibiotics	cavitation	0.6825511468382948
2.0	pharmaceutical preparations	flare	0.6537579823730874
2.0	antibiotics	prostatitis	0.580348401458021
2.0	n-methylsuccinimide	cancer	0.6731114687362306
2.0	leptin	bardet-biedl syndrome	0.4737150869468081
2.0	losartan	contraction (finding)	0.5255522058117635
2.0	zearalenone	poisoning	0.5793209657892463
2.0	oxygen	cluster headache	0.5667526474954996
2.0	verapamil	diabetic nephropathy	0.7158868402408559
2.0	varenicline	schizophrenia	0.5840920450749953
2.0	gentamicin	serratia marcescens infection	0.5642786727195964
2.0	endopeptidases	gene deletion abnormality	0.6429826482559736
2.0	chlorthalidone	hypertension	0.4788322519321566
2.0	fibrinolytic agents	middle cerebral artery infarction	0.3969059491668557
2.0	tamoxifen	carcinoma	0.6062519677888841
2.0	bronchodilator agents	airway obstruction	0.3061280614818917
2.0	alk inhibitor	non-small cell lung carcinoma	0.4593426538637269
2.0	tetracycline	cholera	0.4326599131155804
2.0	buspirone	affective disorders, psychotic/affective psychosis	0.5149237698485848
2.0	antibiotics	bacterial peritonitis	0.5394225771882072
2.0	prednisolone	multiple myeloma	0.5299224836525523
2.0	ivermectin	loiasis	0.2825256763225592
2.0	pharmaceutical preparations	hypercalcemia	0.6812996391807629
2.0	atropine	obstruction	0.6520783217149334
2.0	loratadine	chorea	0.4808433162229714
2.0	adalimumab	crohn disease	0.3566098796916117
2.0	phenylacetic acid	mutant	0.633841350543744
2.0	cisapride	spinal cord injury	0.6471673159984317
2.0	antibiotics	respiratory failure	0.662776649707299
2.0	nystatin	oral candidiasis	0.2895768404142069
2.0	ethanol	physical addiction/physical dependence	0.5190821844709156
2.0	azathioprine	refractory disease	0.3964099894901109
2.0	sodium valproate	epilepsy	0.4377158339002256
2.0	clioquinol	neoplasm/benign neoplasm	0.7922476181452869
2.0	endothelin receptor antagonist	congestive heart failure/heart failure	0.576167292267001
2.0	topotecan	adverse event	0.6725505340422854
2.0	foscarnet	mutant	0.6520143957607005
2.0	n-methyl-n'-nitro-n-nitrosoguanidine	neoplasm/benign neoplasm	0.6682093661838712
2.0	pharmaceutical preparations	cerebral infarction	0.671287072824203
2.0	pharmaceutical preparations	pemphigus	0.6996439965419599
2.0	clonidine	substance withdrawal syndrome	0.3993092810213395
2.0	methicillin	soft tissue infection	0.4512384191977659
2.0	vasoconstrictor agents	septicemia	0.5164384088258825
2.0	leptin	congestive heart failure/heart failure	0.6597039815959348
2.0	etanercept	rheumatoid arthritis, systemic juvenile/systemic juvenile idiopathic arthritis	0.3949115175235471
2.0	leucovorin	poisoning	0.4872918804417168
2.0	mineralocorticoid receptor antagonists	discontinued	0.5709660488687991
2.0	methylene blue	septicemia	0.7445223175157589
2.0	etanercept	juvenile rheumatoid arthritis	0.3025009586788874
2.0	glyburide	ischemia	0.530844132004504
2.0	carboplatin	thrombocytopenia	0.4082868594302211
2.0	pharmaceutical preparations	cervical squamous cell carcinoma	0.7162070628281537
2.0	fluconazole	esophageal candidiasis	0.3115057952244316
2.0	pharmaceutical preparations	depression	0.5295416168612698
2.0	ascorbic acid	asthma	0.7147923597299901
2.0	medroxyprogesterone acetate	hemometra/uterine hemorrhage	0.40170949541981
2.0	pharmaceutical preparations	tuberculosis	0.5580009141928802
2.0	immunoglobulins, intravenous	demyelinating polyneuropathy	0.3717264745596385
2.0	pharmaceutical preparations	status epilepticus	0.6137490072783428
2.0	pharmaceutical preparations	endometriosis of uterus	0.8109146426818596
2.0	antibiotics	trauma/injury	0.6478688462258883
2.0	antiepileptic agents	crisis	0.5569078470931972
2.0	agonists	precocious puberty	0.5147158076946149
2.0	selective serotonin reuptake inhibitors	mental disorders/psychiatric disorder	0.6002219526972261
2.0	prednisolone	respiratory syncytial virus infections/respiratory syncytial virus infection	0.69156317769223
2.0	venlafaxine	galactorrhea associated with childbirth	0.4759026922660753
2.0	rifampin	distance vision 6/9	
2.0	methylene blue	hypotension	0.5484602023645093
2.0	pharmaceutical preparations	refractory malignant neoplasm	0.6460847679812047
2.0	amoxicillin	symptom	0.6566712881821598
2.0	warfarin	thrombosis	0.3860580301882147
2.0	prednisolone	nephrotic syndrome	0.3787933833714619
2.0	quetiapine	bipolar disorder	0.3539205962451511
2.0	rituximab	lambert-eaton myasthenic syndrome	0.583834313315058
2.0	pharmaceutical preparations	kaposi sarcoma/kaposi's sarcoma	0.7157998656626332
2.0	etoposide	leukemia	0.4960406227955801
2.0	atorvastatin	cardiovascular disease	0.5435946011282706
2.0	anti-inflammatory agents, non-steroidal	osteomyelitis	0.6781110483533136
2.0	perphenazine	psychosis	0.531730976916306
2.0	furazolidone	cholera	0.4338894744434607
2.0	protein-tyrosine kinase inhibitor	metastatic renal cell cancer	0.2843382944854392
2.0	levodopa	disability	0.5457528312794802
2.0	pharmaceutical preparations	colon cancer	0.6500040823459644
2.0	loperamide	dysentery	0.4424715024021939
2.0	microbicides	chronic infectious disease/chronic infection	0.5172439363657078
2.0	atropine	asthma	0.6338765063276395
2.0	pharmaceutical preparations	memory impairment	0.6482930206084302
2.0	ribavirin	liver disease	0.4692065321946244
2.0	prednisolone	granuloma	0.5501208905929318
2.0	furosemide	patent ductus arteriosus	0.540106359487393
2.0	apomorphine	symptom	0.7097173100421003
2.0	yohimbine	obstruction	0.7475738842794898
2.0	antibiotics	skin manifestations	0.7377777580650259
2.0	anticoagulant	venous thrombosis	0.2595128551680489
2.0	microbicides	infiltration	0.6855103188112149
2.0	carboplatin	febrile neutropenia	0.3649894386023524
2.0	anti-inflammatory agents, non-steroidal	alzheimer's disease	0.5794547729656416
2.0	pharmaceutical preparations	rheumatism	0.64583513293587
2.0	docetaxel	neoplasm metastasis	0.4711863340134275
2.0	pharmaceutical preparations	cataract	0.7127671353677811
2.0	antibiotics	blister	0.6710039089853949
2.0	vincristine	alopecia	0.5943942733100389
2.0	aztreonam	pneumonia	0.5480944354997547
2.0	mycophenolic acid	kidney diseases/kidney disease	0.5604675879514801
2.0	antifungal agents/antifungal drug	dermatophytosis	0.3887053637591487
2.0	penicillin g	endocarditis	0.3948087627550024
2.0	imazapyr	mutant	0.6380153271277403
2.0	primaquine	malaria	0.3574427288909488
2.0	phytosterols	familial hypercholesterolemia	0.4367844195792398
2.0	anticoagulant	thrombosis	0.2751725473284933
2.0	cyclosporine	poisoning	0.5752776277126631
2.0	methacholine	bronchiolitis obliterans	0.6041535156564136
2.0	etanercept	spondylitis	0.3238437669146023
2.0	oxytetracycline	urethritis	0.4243336484287903
2.0	p & s	chronic kidney disease	0.7663645338810184
2.0	microbicides	antimicrobial susceptibility	0.4425446119813991
2.0	contraceptives, oral/oral contraceptive	anorexia nervosa	0.6451274635581984
2.0	microbicides	respiratory failure	0.6877771231638954
2.0	antibiotics	corneal abscess	0.5897452356011931
2.0	folic acid	hyperhomocysteinemia	0.2489052581556595
2.0	verapamil	ventricular tachycardia	0.4650108595214986
2.0	bronchodilator agents	obstruction	0.5918412375746915
2.0	vancomycin oral product	clostridium difficile infection/clostridium infections	0.3256260895983304
2.0	pharmaceutical preparations	left ventricular mass	0.7297805239193942
2.0	anticholinergic agents	spinal cord injury	0.599622698280377
2.0	ciprofloxacin	otorrhea/discharging ear	0.4613404415954097
2.0	nitroprusside	contraction (finding)	0.4324115073756899
2.0	polyethylene glycol 3350	constipation	0.3797433266110768
2.0	nevirapine	adverse event	0.5652826370311973
2.0	anti-inflammatory agents, non-steroidal	wissler's syndrome/adult-onset still disease	0.5452960760394466
2.0	rifampin	tuberculosis	0.3541684960203605
2.0	edetic acid	vesicle	0.6120036257090188
2.0	capecitabine/fluorouracil	primary neoplasm	0.4919920386581444
2.0	escitalopram	depression	0.4725674414800231
2.0	pharmaceutical preparations	acth-secreting pituitary adenoma/pituitary-dependent cushing's disease	0.721072046789673
2.0	irinotecan	diarrhea	0.4079993247959908
2.0	antibiotics	nonulcer dyspepsia/gastric irritation	0.648409102608477
2.0	fludioxonil	mutant	0.6001445956258353
2.0	melphalan	al amyloidosis	0.300378863525109
2.0	atenolol	essential hypertension	0.3491528094507742
2.0	nevirapine	tuberculosis	0.589982262583306
2.0	antidote	delirium	0.635788567796448
2.0	3,4-methylenedioxyamphetamine/3,4-methylenedioxymethamphetamine	breast cancer	0.6106762181107501
2.0	cisplatin	gastric cancer	0.4287594353788771
2.0	antineoplastic agents	non-small cell lung carcinoma	0.3858192807047927
2.0	lenalidomide	exanthem	0.5521769076861184
2.0	everolimus	silence	0.6944340278111317
2.0	anti-arrhythmia agents	ventricular tachycardia, monomorphic/monomorphic ventricular tachycardia	0.4055758328177666
2.0	zanamivir	non-accidental injury	0.3407218675562949
2.0	resolvin d1	intimal proliferation/intimal hyperplasia	0.4540754333056327
2.0	hematinics	anemia	0.303834699193979
2.0	pharmaceutical preparations	opioid-related disorders/opiate dependence	0.5488910894143606
2.0	glutathione disulfide	diabetic	0.649817698900269
2.0	orlistat	diabetic	0.5967981202522935
2.0	pharmaceutical preparations	glomerulonephritis	0.7085037012896427
2.0	rituximab	lymphoproliferative disorders/lymphoproliferative disorder	0.3153220011311597
2.0	levosimendan	congestive heart failure/heart failure	0.452560668454947
